uuid,timestamp,http_status_code,request_url,response_time,http_version
df584783-a0d0-42fc-978f-6e50db99a7cf,2025-01-01 17:20:58,403,http://localhost:8081/oai/request?verb=%22,2102.70 ms,HTTP/1.1
a67c307e-8076-4977-a576-b2b853ff3026,2025-01-01 17:21:01,200,http://localhost:8081/oai/request?verb=ListMetadataFormats,2159.62 ms,HTTP/1.1
458630f2-ddae-4d72-a706-c64e47f1e586,2025-01-01 17:21:03,200,http://localhost:8081/oai/request?verb=ListSets&resumptionToken=%22,2122.02 ms,HTTP/1.1
8f823a1c-a00e-41c8-8dae-dec42e7c9ebe,2025-01-01 17:21:06,200,http://localhost:8081/oai/request?verb=ListIdentifiers&metadataPrefix=marc&until=%22&set=%22,2138.01 ms,HTTP/1.1
455d7be4-9f9b-4158-8480-0cb1ce01351c,2025-01-01 17:21:08,200,http://localhost:8081/oai/request?verb=ListRecords&metadataPrefix=marc&from=%22&until=%22,2119.91 ms,HTTP/1.1
7fd51a6a-c878-458d-ac94-6902c4540496,2025-01-01 17:21:10,200,http://localhost:8081/oai/request?verb=GetRecord&identifier=%22&metadataPrefix=oai_dc,2116.85 ms,HTTP/1.1
8c438fe4-c9fb-4053-bd85-69cf18a61e81,2025-01-01 17:21:13,403,http://localhost:8081/oai/request?verb=%22+%26+whoami,2056.79 ms,HTTP/1.1
34a5f3ea-770b-421e-808f-f2d753f1783c,2025-01-01 17:21:15,200,http://localhost:8081/oai/request?verb=ListMetadataFormats&identifier=%22+%26+whoami,2090.14 ms,HTTP/1.1
18e379a8-ae0c-469d-a1ba-fc20ebcb6246,2025-01-01 17:21:17,200,http://localhost:8081/oai/request?verb=ListSets,2085.63 ms,HTTP/1.1
4db77e7c-a7ce-4983-8c24-48bb1e05c40d,2025-01-01 17:21:20,200,http://localhost:8081/oai/request?verb=ListIdentifiers&metadataPrefix=marc&from=%22+%26+whoami&until=%22+%26+whoami,2126.02 ms,HTTP/1.1
46a3b4c8-d98a-4624-9845-196cd627e3f1,2025-01-01 17:21:22,200,http://localhost:8081/oai/request?verb=ListRecords&metadataPrefix=oai_dc&from=%22+%26+whoami&set=%22+%26+whoami,2076.00 ms,HTTP/1.1
e83f700b-6f93-4a82-b38f-91ff94b3a078,2025-01-01 17:21:25,200,http://localhost:8081/oai/request?verb=GetRecord&identifier=%22+%26+whoami&metadataPrefix=marc,2112.67 ms,HTTP/1.1
54e8a3e6-a6d3-432c-b24c-736c6bc98c07,2025-01-01 17:21:27,403,http://localhost:8081/oai/request?verb=%22+%26%26+whoami,2087.10 ms,HTTP/1.1
3ffccd75-bf59-498a-9508-14ec49c34dc7,2025-01-01 17:21:29,200,http://localhost:8081/oai/request?verb=ListMetadataFormats&identifier=%22+%26%26+whoami,2059.87 ms,HTTP/1.1
de6a5dc7-007d-4152-a46d-376b701d23cc,2025-01-01 17:21:32,200,http://localhost:8081/oai/request?verb=ListSets,2135.09 ms,HTTP/1.1
9c18edff-1a47-499f-ad7b-91708c42e77d,2025-01-01 17:21:34,200,http://localhost:8081/oai/request?verb=ListIdentifiers&metadataPrefix=oai_dc&until=%22+%26%26+whoami,2133.06 ms,HTTP/1.1
c3e2ca2d-81fc-4aa5-8ce7-c80e7686c204,2025-01-01 17:21:37,200,http://localhost:8081/oai/request?verb=ListRecords&metadataPrefix=marc,2104.66 ms,HTTP/1.1
0df6c6eb-b284-49b7-8d31-86b673a4a94c,2025-01-01 17:21:39,200,http://localhost:8081/oai/request?verb=GetRecord&identifier=%22+%26%26+whoami&metadataPrefix=oai_dc,2120.36 ms,HTTP/1.1
3147c4ff-7df1-41e3-8436-7e7913899f43,2025-01-01 17:21:41,403,http://localhost:8081/oai/request?verb=%22+whoami,2060.28 ms,HTTP/1.1
db3f5f77-ca03-439d-9830-1e4e32218c5b,2025-01-01 17:21:44,200,http://localhost:8081/oai/request?verb=ListMetadataFormats,2115.62 ms,HTTP/1.1
785fa1bf-3ecd-4b1e-ab16-89488e284049,2025-01-01 17:21:46,200,http://localhost:8081/oai/request?verb=ListSets,2105.74 ms,HTTP/1.1
96ec3e7b-2dc9-448f-911d-61147daaf675,2025-01-01 17:21:48,200,http://localhost:8081/oai/request?verb=ListIdentifiers&metadataPrefix=oai_dc&until=%22+whoami&set=%22+whoami,2122.36 ms,HTTP/1.1
05a41ef8-56a3-494f-b361-ca17d4044643,2025-01-01 17:21:51,200,http://localhost:8081/oai/request?verb=ListRecords&metadataPrefix=oai_dc&set=%22+whoami,2149.86 ms,HTTP/1.1
5b15fdd8-7fe6-41a5-be01-522b9bd66735,2025-01-01 17:21:53,200,http://localhost:8081/oai/request?verb=GetRecord&identifier=%22+whoami&metadataPrefix=oai_dc,2153.89 ms,HTTP/1.1
def832cf-87b3-4c58-9a67-af9c9fa13f9a,2025-01-01 17:21:56,403,http://localhost:8081/oai/request?verb=%22+%7C+whoami,2086.62 ms,HTTP/1.1
46e106f9-5053-436d-98e2-4e10373afad0,2025-01-01 17:21:58,200,http://localhost:8081/oai/request?verb=ListMetadataFormats,2132.16 ms,HTTP/1.1
3ac179d4-b350-4441-96d3-71620b14ca1c,2025-01-01 17:22:00,200,http://localhost:8081/oai/request?verb=ListSets&resumptionToken=%22+%7C+whoami,2125.98 ms,HTTP/1.1
dcaefba0-026b-4fee-8680-b7422bb58fa5,2025-01-01 17:22:03,200,http://localhost:8081/oai/request?verb=ListIdentifiers&metadataPrefix=marc&from=%22+%7C+whoami&until=%22+%7C+whoami,2132.74 ms,HTTP/1.1
d3005f78-a573-40c1-8693-680f42e245d4,2025-01-01 17:22:05,200,http://localhost:8081/oai/request?verb=ListRecords&metadataPrefix=oai_dc&until=%22+%7C+whoami,2127.42 ms,HTTP/1.1
3ebd1499-630a-4d26-a462-f163812e7a4b,2025-01-01 17:22:08,200,http://localhost:8081/oai/request?verb=GetRecord&identifier=%22+%7C+whoami&metadataPrefix=oai_dc,2129.22 ms,HTTP/1.1
c1fb1583-df56-4d82-8efe-e878677ff203,2025-01-01 17:22:10,403,http://localhost:8081/oai/request?verb=%22+%7C%7C+whoami,2078.69 ms,HTTP/1.1
7265ad90-ec4b-4c0a-8f72-ad3521580c6d,2025-01-01 17:22:12,200,http://localhost:8081/oai/request?verb=ListMetadataFormats,2109.45 ms,HTTP/1.1
94b1c2e1-cc81-4403-b6e9-0479d316916b,2025-01-01 17:22:15,200,http://localhost:8081/oai/request?verb=ListSets,2127.33 ms,HTTP/1.1
e69cb1ba-02df-4b77-b85e-55349615d206,2025-01-01 17:22:17,200,http://localhost:8081/oai/request?verb=ListIdentifiers&metadataPrefix=marc&set=%22+%7C%7C+whoami,2099.73 ms,HTTP/1.1
303934f3-ee63-4e61-a4bf-23ef46385bd2,2025-01-01 17:22:20,200,http://localhost:8081/oai/request?verb=ListRecords&metadataPrefix=oai_dc&set=%22+%7C%7C+whoami,2135.75 ms,HTTP/1.1
3c22bb58-7796-4ee6-8572-131c6498a1e2,2025-01-01 17:22:22,200,http://localhost:8081/oai/request?verb=GetRecord&identifier=%22+%7C%7C+whoami&metadataPrefix=oai_dc,2120.62 ms,HTTP/1.1
8e9d250c-abf3-47ad-9817-f67148deca38,2025-01-01 17:22:24,403,http://localhost:8081/oai/request?verb=%22%27,2088.15 ms,HTTP/1.1
b6567b43-5eb2-493b-9205-045dccbfb17c,2025-01-01 17:22:27,200,http://localhost:8081/oai/request?verb=ListMetadataFormats&identifier=%22%27,2074.03 ms,HTTP/1.1
66caa48c-9714-4c28-ba68-c058530c65a8,2025-01-01 17:22:29,200,http://localhost:8081/oai/request?verb=ListSets&resumptionToken=%22%27,2140.08 ms,HTTP/1.1
998b64ac-08e4-4dd5-8724-2c8bb23bd8ab,2025-01-01 17:22:32,200,http://localhost:8081/oai/request?verb=ListIdentifiers&metadataPrefix=marc,2128.91 ms,HTTP/1.1
9e257052-4a54-498e-8fb0-56ab01258194,2025-01-01 17:22:34,200,http://localhost:8081/oai/request?verb=ListRecords&metadataPrefix=oai_dc&from=%22%27&until=%22%27,2170.40 ms,HTTP/1.1
93a19793-496f-4ad9-a754-26ecca7afafb,2025-01-01 17:22:37,200,http://localhost:8081/oai/request?verb=GetRecord&identifier=%22%27&metadataPrefix=oai_dc,2159.08 ms,HTTP/1.1
1b41442c-5684-4e66-a95c-ad29a4ade263,2025-01-01 17:22:39,403,http://localhost:8081/oai/request?verb=%22%3B+whoami,2083.43 ms,HTTP/1.1
