uuid,timestamp,http_status_code,request_url,response_time,http_version
f9a54a7f-55d7-47bc-9cb4-ab3ab3bb9cc9,2025-01-28 13:34:50,200,http://islandora.io/oai/request?verb=%22,84.28 ms,HTTP/1.1
edc81b5d-d573-45a4-958a-83b55e22f80c,2025-01-28 13:34:50,200,http://islandora.io/oai/request?verb=ListMetadataFormats,56.76 ms,HTTP/1.1
eabffb9c-1dfc-4a95-9db5-a4b69f5566af,2025-01-28 13:34:50,200,http://islandora.io/oai/request?verb=ListSets,47.27 ms,HTTP/1.1
41b8739b-d533-427d-bfc0-03e4fc013e57,2025-01-28 13:34:51,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=oai_dc&until=%22&set=%22,53.35 ms,HTTP/1.1
a582caa3-13b3-4941-8233-51241c50def9,2025-01-28 13:34:51,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=marc&from=%22&until=%22,59.73 ms,HTTP/1.1
c91cf99a-9741-4e45-a289-d0409149a82f,2025-01-28 13:34:51,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%22&metadataPrefix=marc,62.75 ms,HTTP/1.1
3125440e-8ab3-4338-941c-d2fce67f8556,2025-01-28 13:34:52,200,http://islandora.io/oai/request?verb=%22+%26+whoami,48.74 ms,HTTP/1.1
64f3aac6-36c0-4f05-860c-bef7a6eca9ea,2025-01-28 13:34:52,200,http://islandora.io/oai/request?verb=ListMetadataFormats&identifier=%22+%26+whoami,49.87 ms,HTTP/1.1
07a569ac-07c1-4928-805b-7fa537544973,2025-01-28 13:34:52,200,http://islandora.io/oai/request?verb=ListSets,62.15 ms,HTTP/1.1
de21c9fb-be40-4df6-8c15-a48052a03882,2025-01-28 13:34:53,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=marc,64.84 ms,HTTP/1.1
4345aa23-42d5-4c80-845f-c7e88ee41aaf,2025-01-28 13:34:53,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=oai_dc&until=%22+%26+whoami,58.55 ms,HTTP/1.1
3a967d1e-7d32-465b-9aba-0f268679d340,2025-01-28 13:34:54,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%22+%26+whoami&metadataPrefix=marc,52.46 ms,HTTP/1.1
1e6dcf89-f761-4dbd-974b-957911406bb4,2025-01-28 13:34:54,200,http://islandora.io/oai/request?verb=%22+%26%26+whoami,70.02 ms,HTTP/1.1
41d722c4-36bb-4dcb-a416-a20203ba474c,2025-01-28 13:34:54,200,http://islandora.io/oai/request?verb=ListMetadataFormats&identifier=%22+%26%26+whoami,52.72 ms,HTTP/1.1
a5bcfb28-6b30-4969-a685-f5942f41332b,2025-01-28 13:34:55,200,http://islandora.io/oai/request?verb=ListSets,66.88 ms,HTTP/1.1
75cb457b-fa6f-46e9-bc0d-c4a92bfcb5ff,2025-01-28 13:34:55,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=oai_dc&from=%22+%26%26+whoami&until=%22+%26%26+whoami&set=%22+%26%26+whoami,53.49 ms,HTTP/1.1
160cc9c2-aa7c-4355-8a8e-838a32cdc656,2025-01-28 13:34:55,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=marc&from=%22+%26%26+whoami,59.84 ms,HTTP/1.1
10dc47f5-34a7-47bf-bd3e-7bd99660c318,2025-01-28 13:34:56,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%22+%26%26+whoami&metadataPrefix=marc,55.95 ms,HTTP/1.1
a594d6aa-52c2-4e07-947e-780635411499,2025-01-28 13:34:56,200,http://islandora.io/oai/request?verb=%22+whoami,49.69 ms,HTTP/1.1
6d08c332-2bc2-433b-bb0b-70b2acd1110f,2025-01-28 13:34:56,200,http://islandora.io/oai/request?verb=ListMetadataFormats,49.67 ms,HTTP/1.1
b5fba9ea-b2ec-44b5-9bbe-091fe4c08e66,2025-01-28 13:34:57,200,http://islandora.io/oai/request?verb=ListSets,46.25 ms,HTTP/1.1
e1fc4b61-c5b7-4015-889c-423c1298a45b,2025-01-28 13:34:57,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=marc&from=%22+whoami&set=%22+whoami,51.29 ms,HTTP/1.1
