uuid,timestamp,http_status_code,request_url,response_time,http_version
951b61a5-3fbb-4548-99ee-042b2c25b954,2024-12-31 00:33:49,403,http://localhost:8081/oai/request?verb=%22,2085.80 ms,HTTP/1.1
7ccbbb81-615c-4fb7-8c0b-a11dabcf159f,2024-12-31 00:33:51,200,http://localhost:8081/oai/request?verb=ListMetadataFormats&identifier=%22,2132.33 ms,HTTP/1.1
2058e01b-beed-4acb-a35e-efcd41c13bc6,2024-12-31 00:33:53,200,http://localhost:8081/oai/request?verb=ListSets&resumptionToken=%22,2067.55 ms,HTTP/1.1
71a57f4f-356c-4128-bfa8-60a59d50cc54,2024-12-31 00:33:56,200,http://localhost:8081/oai/request?verb=ListIdentifiers&metadataPrefix=marc&set=%22,2056.62 ms,HTTP/1.1
7110853d-518c-4167-95cf-a16482f6a27e,2024-12-31 00:33:58,200,http://localhost:8081/oai/request?verb=ListRecords&metadataPrefix=oai_dc&from=%22,2087.65 ms,HTTP/1.1
e183bc36-0538-4310-8854-58e8e07db471,2024-12-31 00:34:00,200,http://localhost:8081/oai/request?verb=GetRecord&identifier=%22&metadataPrefix=marc,2115.90 ms,HTTP/1.1
237e7066-fc2e-44e0-917a-e901bb71ec5c,2024-12-31 00:34:03,403,http://localhost:8081/oai/request?verb=%22+%26+whoami,2073.72 ms,HTTP/1.1
b7d4911d-d686-4c76-b864-71f9695087ce,2024-12-31 00:34:05,200,http://localhost:8081/oai/request?verb=ListMetadataFormats&identifier=%22+%26+whoami,2096.84 ms,HTTP/1.1
f7023923-f122-426a-a849-bacc1ffc4063,2024-12-31 00:34:07,200,http://localhost:8081/oai/request?verb=ListSets&resumptionToken=%22+%26+whoami,2068.10 ms,HTTP/1.1
5b5bd9ad-fae7-4356-b555-396ec7a0d585,2024-12-31 00:34:09,200,http://localhost:8081/oai/request?verb=ListIdentifiers&metadataPrefix=marc&until=%22+%26+whoami&set=%22+%26+whoami,2040.31 ms,HTTP/1.1
a5604cbc-f19e-46e7-9995-8ed5b8dff7be,2024-12-31 00:34:12,200,http://localhost:8081/oai/request?verb=ListRecords&metadataPrefix=oai_dc&until=%22+%26+whoami&set=%22+%26+whoami,2043.41 ms,HTTP/1.1
7d93052b-8da8-4228-b27a-d3ad0432a973,2024-12-31 00:34:16,403,http://localhost:8081/oai/request?verb=%22+%26%26+whoami,2062.45 ms,HTTP/1.1
