uuid,timestamp,http_status_code,request_url,response_time,http_version
b2e36ddf-df9a-44e2-b90c-04415d4f1f25,2025-01-28 08:17:39,200,http://islandora.io/oai/request?verb=%22,75.81 ms,HTTP/1.1
23ac454b-36a1-465b-b070-00a081822ccc,2025-01-28 08:17:40,200,http://islandora.io/oai/request?verb=ListMetadataFormats,63.39 ms,HTTP/1.1
b96f7f7d-60af-4034-8132-01d21c4de444,2025-01-28 08:17:40,200,http://islandora.io/oai/request?verb=ListSets&resumptionToken=%22,56.17 ms,HTTP/1.1
a3f4e931-343d-4702-ae8a-1263415eb7ab,2025-01-28 08:17:40,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=oai_dc&from=%22&until=%22&set=%22,47.70 ms,HTTP/1.1
a3b5600e-32d8-4b6b-b308-2da6af962b61,2025-01-28 08:17:41,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=oai_dc&from=%22&until=%22&set=%22,81.72 ms,HTTP/1.1
ae529c61-f615-40d0-a268-1ad6eaea4f19,2025-01-28 08:17:41,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%22&metadataPrefix=marc,68.62 ms,HTTP/1.1
59ce4208-e0da-4b86-b6e5-6ed8e7510e13,2025-01-28 08:17:41,200,http://islandora.io/oai/request?verb=%22+%26+whoami,74.50 ms,HTTP/1.1
40a398ac-bcbf-431e-873a-e001f52b6242,2025-01-28 08:17:42,200,http://islandora.io/oai/request?verb=ListMetadataFormats,59.42 ms,HTTP/1.1
21369f83-fbee-4a32-9f4f-ab65ba2328e7,2025-01-28 08:17:42,200,http://islandora.io/oai/request?verb=ListSets&resumptionToken=%22+%26+whoami,70.43 ms,HTTP/1.1
f1945486-f60c-4e49-b989-5f932fe1839d,2025-01-28 08:17:42,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=marc,50.69 ms,HTTP/1.1
10ec4140-1059-4772-a38a-04a6191e0c25,2025-01-28 08:17:43,200,http://islandora.io/oai/request?verb=ListRecords&metadataPrefix=marc&from=%22+%26+whoami&until=%22+%26+whoami&set=%22+%26+whoami,65.58 ms,HTTP/1.1
27c76e8d-a71c-478f-b99e-629443af12a9,2025-01-28 08:17:43,200,http://islandora.io/oai/request?verb=GetRecord&identifier=%22+%26+whoami&metadataPrefix=marc,37.75 ms,HTTP/1.1
6a016b9a-0289-45e7-b779-4d63e4fa7982,2025-01-28 08:17:43,200,http://islandora.io/oai/request?verb=%22+%26%26+whoami,34.26 ms,HTTP/1.1
1cc21ab6-806d-4099-8a7c-0c770b0b2071,2025-01-28 08:17:44,200,http://islandora.io/oai/request?verb=ListMetadataFormats,50.22 ms,HTTP/1.1
b75efcc0-0e9b-4cdc-8181-350822a743ab,2025-01-28 08:17:44,200,http://islandora.io/oai/request?verb=ListSets&resumptionToken=%22+%26%26+whoami,71.70 ms,HTTP/1.1
ba3dc1d0-efa4-4384-9221-abd2cbcbcab6,2025-01-28 08:17:45,200,http://islandora.io/oai/request?verb=ListIdentifiers&metadataPrefix=oai_dc&from=%22+%26%26+whoami,73.24 ms,HTTP/1.1
